COMPANY_ID,COMPANY_NAME,COMPANY_RAW,COMPANY_IS_STAFFING
42052806.0,Eplus Technology,"ePlus Technology, inc.",False
99511315.0,State of Massachusetts,Mass.gov,False
38684780.0,Baylor University,Baylor University,False
0.0,Unclassified,Centers Dialysis Care,False
38683799.0,Peraton,Peraton,False
5053314.0,Reynolds & Reynolds,REYNOLDS & REYNOLDS CO,False
12743892.0,Select Group,The Select Group,True
60944852.0,Redstone Federal Credit Union,Redstone Federal Credit Union,False
3544402.0,Jacobs Engineering Group,Jacobs,False
49731693.0,State Of Texas,Stewart & Stevenson Manufacturing Technology,False
0.0,Unclassified,005 P&amp;G US Business Serv Co,False
108024632.0,Altezzasys,Altezzasys,False
97048805.0,Homesafe Alliance,HomeSafe Alliance,False
37455272.0,Brycer,"BRYCER, LLC",False
39511702.0,Keurig Dr Pepper,Keurig Dr Pepper,False
86630085.0,ManpowerGroup,ManpowerGroup,True
99488739.0,Txodds,TXODDS,False
100021589.0,University of Rochester,University of Rochester,False
32848673.0,Cigna,The Cigna Group,False
75844332.0,Katy Independent School District,Katy Independent School District,False
33384952.0,Hitachi,"HITACHI AMERICA, LTD.",False
43111354.0,Geopaq Logic,Geopaqlogic Staffing,True
38853865.0,Conch Technologies,Conch Technologies,True
0.0,Unclassified,Scilex Holding Company,False
6213303.0,CBRE,CBRE,False
99496043.0,Norc At The University Of Chicago,NORC at the University of Chicago,False
39920867.0,Prospance,Prospance Inc.,False
35624274.0,Kenco,KENCO,False
9948378.0,Robert Half,Robert Half,True
39135891.0,Quality Technology Services,"Quality Technology Services, LLC",False
97946833.0,Forvis,"Forvis, LLP",False
38095790.0,Kalman & Company,"Kalman & Company, Inc.",False
37869367.0,PNC,PNC Financial Services,False
99459543.0,ASGN,Apex Systems,True
37653308.0,Enpro Industries,"EnPro Industries, Inc.",False
62592260.0,Hicks Professional Group,Hicks Professional Group,False
35968405.0,University of Washington,University of Washington Bothell,False
37601236.0,Tekshapers,tekshapers,True
40369593.0,Yes Energy,Yes Energy,False
0.0,Unclassified,Ehub gloabl solution,False
43969745.0,Rk&K,RK&K,False
1694411.0,Collectors,Collectors,False
37623121.0,Silver-Xis,Silver Xis,False
4305.0,KPMG,KPMG,False
46315653.0,Careoregon,CareOregon,False
4015489.0,American Dream,American Dream,False
37561474.0,Fourans,FOURANS LLC,False
75627269.0,iSphere,iSphere,False
2231970.0,Innova Solutions USA,Innova Solutions,False
48911517.0,Tropic Technologies,"Tropic Technologies, Inc",False
34404308.0,Maximus Services,"Maximus Services, LLC",False
0.0,Unclassified,Quality Improvement & Informatics - The Corvallis Clinic Asbury Building,False
0.0,Unclassified,EliseAI,False
38471246.0,Columbia Consulting Group,Columbia Consulting Group,True
5133415.0,Protective Life,Protective Life Corporation,False
99648391.0,Laiba Technologies,Laiba Technologies,False
40131424.0,Crave Infotech,Crave Infotech,False
55697020.0,SynergisticIT,SynergisticIT,False
6739017.0,Maximus,Maximus,False
36997534.0,Volt,Volt Workforce Solutions,True
38001467.0,Saf-Holland,"Saf-Holland, Inc.",False
100847974.0,Actalent,Actalent,True
37623121.0,Silver-Xis,"Silver Xis, Inc.",False
35752865.0,Motion Recruitment,"Motion Recruitment Partners, LLC",True
34813636.0,Raise,Raise,False
2661266.0,Mattel,Mattel,False
0.0,Unclassified,"1 Vizient, Inc.",False
38808488.0,Novalink Solutions,NovaLink Solutions,False
39076879.0,ACV Auctions,ACV Auctions,False
0.0,Unclassified,"300 Premier Healthcare Solutions, Inc.",False
41504818.0,Deltek,"Deltek, Inc.",False
43513559.0,Procorp Systems,ProCorp Systems Inc.,False
99501288.0,Diamondpick,Diamond Pick,True
39134221.0,Techwaukee,Techwaukee,False
39727959.0,Clean Harbors,Clean Harbors,False
100394234.0,SolutionIT,"SolutionIT, Inc.",False
35815590.0,Whitehall Resources,Whitehall Resources Inc.,True
43894613.0,Futran Solutions,Futran Solutions,False
28276.0,Grid Dynamics Holdings,Grid Dynamics Holdings Inc,False
39990275.0,Navy Federal Credit Union,Navy Federal Credit Union,False
33345083.0,Pomeroy,Pomeroy,True
49021568.0,MVP Health Care,MVP Health Care,False
34096495.0,Booz Allen Hamilton,Booz Allen Hamilton,False
44779665.0,Airgas,"US11345-AIRGAS Airgas USA, LLC",False
9286244.0,Chime,Chime,False
41203809.0,Security Benefit,Security Benefit,False
38241323.0,Svam International,"Svam International, Inc.",False
40436072.0,Raas Infotek,Raas Infotek LLC,False
45952137.0,Corporate Solutions General,"Corporate Solutions General, Inc.",False
108236460.0,CHS,CHS Inc.,False
1908012.0,Powerup,AgileOne,False
100153961.0,City Of Hilliard,City of Hilliard,False
41636121.0,Kimley-Horn,Kimley-Horn,False
41722015.0,Strategic Staffing Solutions,Strategic Staffing Solutions (S3),True
2481979.0,PricewaterhouseCoopers,PRICE WATERHOUSE COOPERS,False
33553916.0,JPMorgan Chase,JP Morgan Chase Company,False
35696183.0,Iron Mountain,Iron Mountain,False
37849283.0,OrangePeople,OrangePeople,False
61224663.0,Louisiana Health Service & Indemnity Company,Louisiana Health Service &amp; Indemnity Company,False
32956998.0,Highbrow,Highbrow,False
99484525.0,BCforward,BC Forward,True
37424870.0,Bluewater Federal Solutions,BlueWater Federal Solutions,False
46202619.0,Health Services Advisory Group,"Health Services Advisory Group, Inc.",False
37825458.0,Goldman Sachs,The Goldman Sachs Group,False
41434405.0,Utilimarc,Utilimarc,False
0.0,Unclassified,"040 Ryder Integrated Logistics, Inc. (Employer-Payroll)",False
45305138.0,Satya Soft Solutions,Satya Soft Solutions,False
99513823.0,Rta Business Consultants Ltd,RTA US,False
62763856.0,City Of Boston,City of Boston,False
39570786.0,GM Financial Group,GM Financial,False
0.0,Unclassified,BankTalent HQ,False
46117900.0,Alpha Silicon,alpha silicon llc,False
1842427.0,Apolis,Apolis,False
38674916.0,Talentburst,TalentBurst,True
45203158.0,Flexon Technologies,Flexon Technologies Inc.,False
41549341.0,Indus Group,Indus Group Inc,False
99507671.0,Steinemann & Company,Steinemann Inc.,False
38492110.0,RSM,RSM US LLP,False
1786746.0,The Boston Consulting Group (BCG),Boston Consulting Group,False
33682196.0,Holder Construction Company,Holder Construction,False
37654988.0,United Way Of Connecticut,United Way of Connecticut Inc,False
3564001.0,Cai,CAI,False
38973989.0,AgreeYa Solutions,AgreeYa Solutions,False
34991124.0,Dell Technologies,Dell,False
39059642.0,University of Nebraska,University of Nebraska Foundation,False
3491171.0,Spec International Ltd,SPEC,False
40827339.0,Marymount University,Loyola Marymount University,False
38326156.0,The College Board,TheCollegeBoard,False
41663789.0,Spectraforce Technologies,Spectraforce Technologies,True
0.0,Unclassified,,False
46117900.0,Alpha Silicon,Alpha Silicon,False
36167532.0,Saint-Gobain,Saint Gobain,False
35590786.0,Pinnacle Group,Pinnacle Group,False
20.0,Amazon,"Amazon Web Services, Inc.",False
38674916.0,Talentburst,"TalentBurst, Inc.",True
37692842.0,Sig Sauer,SIG SAUER,False
9079478.0,BMW,BMW Group,False
55155759.0,Chevrolet,Cumming Chevrolet,False
43075762.0,Ameriprise Financial,"Ameriprise Financial Services, LLC",False
40720644.0,Wintrust Financial Corporation,Wintrust Financial Corporation,False
60354928.0,Darkstar Intelligence,DarkStar Intelligence,False
37985523.0,Year Up,Year Up,False
0.0,Unclassified,VAE Labs,False
34096495.0,Booz Allen Hamilton,Booz Allen,False
47519466.0,Radiant Digital,Radiant Digital,False
38620861.0,Centennial Bank,Centennial Bank,False
99481813.0,Generis Tek,Generis TEK Inc.,False
37137447.0,Wayne-Sanderson Farms,Wayne Farms LLC,False
0.0,Unclassified,WindStream communicions,False
42200804.0,Zillion Technologies,"Zillion Technologies, Inc.",False
79037377.0,Medline Industries,Medline Industries,False
1911991.0,BayOne Solutions,BayOne Solutions,False
34803105.0,Coforge,Coforge,False
36997534.0,Volt,Volt,True
37501944.0,Cbase,CBase Inc,False
37561474.0,Fourans,Fourans,False
11402410.0,Infosys,Infosys Limited,False
1481583.0,Moody's,Moodys Analytics Inc,False
39508692.0,Brown Construction Services,"Brown Construction Services, Inc.",False
39411763.0,Lorven Technologies,"Lorven Technologies, Inc.",True
0.0,Unclassified,ETI Professional Search,False
36418591.0,Volt Management Corp,Volt Management Corp.,True
0.0,Unclassified,sdna global,False
99497886.0,Rootshell,Rootshell Inc,False
41560144.0,Windstream,Windstream Communications,False
41936899.0,University of Florida,University of Florida,False
63972637.0,Blue Shield of California,Blue Shield of CA,False
0.0,Unclassified,Synergent Tech Solutions,False
1136.0,Mastercard,Mastercard,False
37706932.0,Q1 Technologies,Q1 Technologies,False
105498780.0,Trane Technologies,Trane Technologies,False
6358928.0,Aramark,Aramark,False
0.0,Unclassified,Kloudhunt LLC,False
38032778.0,Umb Financial Corporation,UMB Bank,False
1614651.0,Quantum Services,Quantum Services,False
16932009.0,Google,Google,False
40410378.0,RICEFW Technologies,RICEFW Technologies Inc,True
9134518.0,Stv,"STV, Inc.",False
41091113.0,Midwest Laboratories,Midwest Laboratories,False
37258237.0,Save A Lot Food Stores,Save A Lot Food Stores Ltd.,False
8858128.0,Barclays,Barclays,False
108133323.0,Illinois Fence Company,Illinois Fence Company,False
40466797.0,Virtue Corporate Group,Virtue Group,False
37043616.0,Brancore Technologies,BranCore Technologies,False
2781595.0,Lead It Corporation,Lead IT Corporation,False
38390479.0,Emprise Bank,Emprise Bank (Circa),False
37882883.0,"Centerwell, Limited Partnership",Centerwell,False
51731.0,Ernst & Young,EY,False
35983029.0,Providence,Providence Health & Services,False
45370020.0,CRH Americas,CRH Americas Materials Inc,False
36633952.0,Sapear Limited,Sapear Inc,False
40351508.0,Galax-Esystems Corporation,Galax-Esystems Corp,False
38896670.0,Empower Professionals,Empower Professionals,False
63661876.0,Ankura,Ankura,False
39806290.0,Its Plein Air Agency,It's Plein Air Agency,False
0.0,Unclassified,Confidential Company,False
0.0,Unclassified,91135789,False
37646493.0,Balentine,Balentine LLC,False
74959610.0,DirecTV,DIRECTV,False
32748591.0,Advanced Energy Co. Ltd.,Advanced Energy,False
53685791.0,Value Added Distributors,"VALUE ADDED DISTRIBUTORS, LLC",False
36704772.0,Walmart,Walmart,False
38253674.0,Metro Systems,Tandym Tech,True
46398080.0,County Of San Mateo,County of San Mateo,False
38134120.0,Resourcesoft,"Resourcesoft, Inc.",True
35980305.0,Dexter Technologies,Dexter Technologies,False
49274767.0,Founders Federal Credit Union,Founders Federal Credit Union,False
1578375.0,Tec,TEC,True
37839757.0,CVS Health,CVS Health,False
39984353.0,Seine Agency,Seine LLC,False
0.0,Unclassified,"Enlyte Group, LLC",False
34294036.0,Equifax,Equifax,False
8490756.0,InfoVision,"InfoVision, Inc.",False
37455739.0,Sunoco,Sunoco,False
3551070.0,Bloomberg,Bloomberg,False
106251674.0,Ipeople Infosystems,iPeople Infosystems LLC,False
42302609.0,Wisner Baum ,APC,False
0.0,Unclassified,Osceola Staffing Pvt Ltd,False
2759706.0,MediaCom,MediaCom,False
108228255.0,Health Care Service Corporation,Health Care Service Corp.,False
34375056.0,Repay,REPAY,False
0.0,Unclassified,State of Maryland - MDH Med Care Prgms - Ofc of Health Services,False
37723136.0,US Bank,U.S. Bank National Association,False
31750841.0,Etsy,"Etsy, Inc.",False
39694750.0,Kohl's,Kohl's,False
40009131.0,Federal Reserve Bank,Federal Reserve Bank (FRB),False
100135848.0,Eurofins,Eurofins,False
1317257.0,Brmi,BRMi,False
35978178.0,Arctic Slope Regional Corporation,ASRC Federal Holding Company,False
42153588.0,The Baer Group,The Baer Group,False
7776861.0,ABB,ABB,False
42450078.0,Baylor Scott & White Health,Baylor Scott & White Health,False
37852748.0,Truist Financial,Truist,False
0.0,Unclassified,ATS - Akima Technical Solutions,False
36029617.0,Tpi Composites,"TPI Composites, Inc",False
54189.0,Cynet Systems,Cynet Systems,True
79037488.0,Coopersurgical,"CooperSurgical, Inc.",False
99502261.0,Genesis Biotechnology Group,Genesis Biotechnology Group LLC,False
37869367.0,PNC,"The PNC Financial Services Group, Inc.",False
94838783.0,Ata Staffing,ATA Staffing,True
43148341.0,Beacon Hill Staffing Group,"Beacon Hill Staffing Group, LLC",True
39157301.0,Digipulse Technologies,"Digipulse Technologies, Inc",False
35590786.0,Pinnacle Group,"Pinnacle Group, Inc.",False
49378645.0,Ule Group,ULE Group,False
39773756.0,Duke Energy,Duke Energy,False
99507888.0,Visionary Innovative Technology Solutions,Visionary Innovative Technology Solutions,False
0.0,Unclassified,CHS Shared Business Operations,False
38657103.0,Strategic Alliance Consulting Inc. (Strategic Aci),"Strategic Alliance Consulting, Inc.",False
38068347.0,University of Wisconsin System,University of Wisconsin-Madison,False
97017572.0,Ez Pack Refuse Hauling Solutions,EZ PACK REFUSE HAULING SOLUTIONS LLC,False
4649926.0,Engen,enGen,False
39115983.0,Windsor Solutions,"Windsor Solutions, Inc.",False
86630085.0,ManpowerGroup,Manpower Group,True
40964617.0,Wissen Infotech,Wissen Infotech,False
649780.0,Pyramid Consulting,"Pyramid Consulting, Inc",True
1592393.0,Highmark Health,Highmark Health,False
99459645.0,S&P Global,S&P Global,False
37003287.0,USAA,USAA,False
1799176.0,Thermo Fisher Scientific,Thermo Fisher Scientific Inc.,False
39373785.0,Corcentric,Corcentric,True
40988136.0,ASCII Group,ASCII Group LLC,True
37919955.0,Umpqua Bank,Umpqua Bank,False
38472620.0,Anywhere Real Estate,Anywhere Real Estate,False
33466171.0,Nityo Infotech,Nityo Infotech Corporation,False
54043.0,HealthEdge,HealthEdge Software Inc,False
7404552.0,GKN,GKN Aerospace,False
41349957.0,Sentara Healthcare,Sentara Healthcare,False
37366595.0,Arc Aspicio,Arc Aspicio,False
1377517.0,It Vision,IT Vision Group,False
40666220.0,Indiana University,Indiana University,False
35609569.0,System One,System One,True
15227272.0,Freeman,FREEMAN,False
99492481.0,Ipt Associates,IPT Associates,False
36572690.0,Experian,Experian,False
99572675.0,UF Health Shands Hospital,"Shands Teaching Hospital and Clinics, Inc dba UF Health Shands Hospital",False
582288.0,Citigroup,"00002 Citibank, N.A.",False
99479766.0,Vdart,"VDart, Inc.",True
34874493.0,Kane's Furniture,Kanes Furniture LLC,False
59591089.0,Inland Empire Health Plan,Inland Empire Health Plan,False
0.0,Unclassified,1100 NorthShore University HealthSystem,False
37839974.0,Diverse Lynx,Diverse Lynx,False
2023.0,Hub International,HUB International,False
93520884.0,Request Technology,Request Technology,True
9568684.0,NetApp,NetApp,False
0.0,Unclassified,Departmental Analyst (Trainee) 9-P11 (Boilerplate Reporting Analyst),False
33755112.0,CorVel,CorVel Corporation,False
37003287.0,USAA,United Services Automobile Association,False
35280033.0,Intone Networks,"Intone Networks, Inc",False
37397185.0,The Middlesex Corporation,The Middlesex Corporation,False
2319630.0,Parsons,Parsons Corporation,False
89407841.0,Sap N' Sap,SAP,False
98894476.0,Entrust Solutions Group,ENTRUST Solutions Group,False
108231237.0,Allied Universal,Allied Universal,False
0.0,Unclassified,DEOLEO GLOBAL S.A.U.,False
4383680.0,BNY Mellon,Bnymellon,False
99.0,UnitedHealth Group,UnitedHealth Group,False
99491438.0,Lone Star College,Lone Star College,False
44858526.0,Hale Trailer Sales,Hale Trailer,False
0.0,Unclassified,"Baker Tilly Advisory Group, LP",False
0.0,Unclassified,"Insignia Technology Services, a 9th Way Solutions Company",False
99507443.0,Wisestep,Wisestep-Inc,False
99496257.0,Raag Solutions,Raag Solutions,False
713972.0,Peloton,Peloton Group,False
37660982.0,Huron Consulting Group,Huron Consulting Group,False
43808914.0,Clovity,Clovity,False
11402410.0,Infosys,INFOSYS LIMITED,False
582288.0,Citigroup,Citigroup Inc.,False
1730483.0,Cma Cgm,CMA CGM,False
,,,
39639230.0,Sierra Management & Technologies,Sierra Management And Technologies Inc,False
1230117.0,World Wide Technology,"World Wide Technology Holding, LLC",False
86952877.0,Solios,Solios Corp,False
39344281.0,FedEx,Fedex,False
108236149.0,NavitsPartners,NavitsPartners,False
93798449.0,Aulani Resort,Disney Entertainment,False
56351951.0,Custom Staffing,Custom Staffing,True
649780.0,Pyramid Consulting,"Pyramid Consulting, Inc.",True
7536003.0,CACI International,CACI,False
39549754.0,Wilson Language Training,Wilson Language Training,False
0.0,Unclassified,NH,False
1126131.0,Estuate,Estuate Inc.,False
409245.0,Macy's,MACY'S,False
36843197.0,Centene,Arizona Complete Health,False
62049128.0,Pantex Plant,Pantex Plant,False
35582745.0,Risk Solutions,Risk Solutions,False
0.0,Unclassified,Vminds technologies Inc,False
20.0,Amazon,Amazon.com Services LLC,False
41078431.0,Entersolar,EnterSolar (now EDF Powerflex),False
38547927.0,Nordic Consulting Partners,"Nordic Consulting Partners, Inc.",False
36704772.0,Walmart,Walmart Inc.,False
89628092.0,Oracle,Oracle,False
99479614.0,Uline,"Uline, Inc.",False
8263000.0,United Airlines,United Airlines,False
79037434.0,Philips North America,Philips North America,False
39321009.0,RedSalsa Technologies,"RedSalsa Technologies, Inc.",False
0.0,Unclassified,"Guardians Infotech, LLC",False
39246218.0,The Matlen Silver Group,Matlen Silver,True
0.0,Unclassified,LKA Digital,False
107676901.0,Icube Solutions,iCUBE Solutions,False
35651691.0,Dish,DISH,False
1124559.0,HCL Technologies,HCL America Inc.,False
0.0,Unclassified,Woodford Search LLC,False
59224203.0,State of South Carolina,State of South Carolina,False
582288.0,Citigroup,Citi,False
43214521.0,Northwell Health,Northwell Health,False
59273024.0,State of Washington,State of Washington,False
36429818.0,Nebraska Public Power District,Nebraska Public Power District,False
38657428.0,Sbg Technology Solutions,Sbg Technology Solutions Inc,False
99459495.0,Horizon,Horizon Corp,False
39268343.0,Capgemini,Capgemini,False
28873509.0,Maverik,"Maverik, Inc.,",False
100021593.0,US Tech Solutions,U.S. Tech Solutions Inc.,True
1629540.0,Boeing,The Boeing Company,False
89628127.0,MassMutual,MASSMUTUAL,False
44882672.0,Della Infotech,Della Infotech,False
45539932.0,Vision Square,Vision Square,False
1938075.0,Baxter International,Baxter,False
33016589.0,Consultnet,"ConsultNet, LLC",True
36812830.0,Radus Tek Services,Radus Tek Services,False
99483179.0,Fragomen Del Rey Bernsen & Loewy,Fragomen,False
39644739.0,Encloud Services,eNcloud Services LLC,False
37126944.0,Sedna Consulting Group,Sedna Consulting Group,False
0.0,Unclassified,MHP - Mieschke Hofmann und Partner Gesellschaft f-,False
39546480.0,Tri-Force Consulting Services,Tri-Force Consulting Services Inc,False
37932963.0,Public Consulting Group,Public Consulting Group,False
0.0,Unclassified,The Copper River Family of Companies,False
2481979.0,PricewaterhouseCoopers,PwC,False
37168512.0,Carico International,Carico International,False
320217.0,Pjm,PJM,False
41663789.0,Spectraforce Technologies,SPECTRAFORCE TECHNOLOGIES Inc.,True
36182233.0,Credit One Bank,Credit One Bank,False
1252528.0,Taylor Corporation,Taylor Corporation,False
89856315.0,Dctek,DCTek Inc.,False
40347793.0,Vhl Technologies,VHL Technologies,False
50379733.0,Triosysit,TriosysIT Inc.,False
38067595.0,Citizens Bank,"Citizens Bank, N.A.",False
99486166.0,UNC Health,UNC Health Care,False
37784142.0,Vaynermedia,VaynerMedia,False
0.0,Unclassified,"Prime Therapeutics LLC Pierre, SD",False
39640174.0,Marsh/Berry & Co,"Marsh, Berry & Company, LLC",False
41663789.0,Spectraforce Technologies,Spectraforce Technologies Inc,True
38325422.0,Mettel,MetTel,False
38877941.0,Connexions Data,Connexions Data Inc,False
9561093.0,IO,IO.com,True
34443772.0,Novo Nordisk,Novo Nordisk,False
34459471.0,Cfa Institute,CFA Institute.,False
12033215.0,Sallie Mae,Sallie Mae,False
46274911.0,Chewy,Chewy,False
44047828.0,Afterpay,Afterpay,False
1629540.0,Boeing,BOEING,False
39904015.0,Ampcus,Ampcus Incorporated,False
43420896.0,Sallie Mae Bank,Sallie Mae Bank,False
0.0,Unclassified,BOOM PINS LLC,False
32548851.0,Black & Veatch,Black & Veatch Family of Companies,False
83945661.0,Align Concrete Lifting,Align Concrete Lifting,False
40125973.0,Kaiser Permanente,"Modern Agile Technologies, LLC",False
49731693.0,State Of Texas,Texas Department of Criminal Justice,False
75371369.0,Bayforce,Bayforce,False
40371678.0,Teksoft Systems,Teksoft Systems Inc,False
61116824.0,United States Department of Justice,"Offices, Boards and Divisions",False
99463092.0,Vaxcyte,"Vaxcyte, Inc.",False
39800914.0,Sunrun,Sunrun,False
46423830.0,Nastech Solutions,Nastech Solutions Inc,False
40344491.0,Han It Staffing,HAN IT Staffing Inc.,True
2267206.0,Wipro,Wipro,False
41062433.0,Nation Safe Drivers,Nation Safe Drivers,False
67473089.0,Zenbusiness,ZenBusiness INC,False
1063121.0,Brillio,Brillio,False
34465767.0,Berkley Technology Services,Berkley Technology Services LLC,False
40366601.0,Medical Mutual of Ohio,Medical Mutual of Ohio,False
38360945.0,Capital One,Capital One,False
38337042.0,Astyra Corporation,Astyra,True
61698179.0,Medical Mutual,Medical Mutual,False
37264500.0,SPG Consulting Services,SPG Consulting Services LLC,False
39344281.0,FedEx,FedEx Express,False
3967218.0,Morningstar,PitchBook Data,False
41865842.0,SCS Engineers,SCS Engineers,False
38550850.0,New York Technology Partners,New York Technology Partners,True
42298122.0,Millsaps College,Millsaps College,False
0.0,Unclassified,RippleMatch Opportunities,False
34630956.0,National Grid,National Grid,False
34925340.0,Cole Engineering Services,COLE ENGINEERING SERVICES INC,False
43987994.0,Ansira Partners,"Ansira Partners, Inc.",False
86630087.0,Randstad,Randstad Digital,True
45037436.0,Last Word Consulting,Last Word Consulting,True
0.0,Unclassified,EdgeAll,False
54065343.0,Bull City Talent Group,Bull City Talent Group,True
38207791.0,University of Kansas,University of Kansas,False
35859363.0,Intermountain Wood Products,Intermountain Wood Products,False
36898223.0,Collabera,Collabera LLC,True
89628122.0,Adobe,Adobe,False
40175843.0,Net2Source,Net2Source Inc.,True
89628142.0,Marsh McLennan,Marsh McLennan,False
47750464.0,Synapse Business Systems,Synapse Business Systems,False
36753575.0,Sarum,Sarum LLC,False
40548382.0,American College Of Radiology,American College of Radiology,False
1786746.0,The Boston Consulting Group (BCG),Boston Consulting Group (BCG),False
36969497.0,Meta,Meta,False
33753422.0,Optum,Optum,False
37498085.0,State of Georgia,State of Georgia,False
40886476.0,Dechen Consulting Group,Dechen Consulting Group,False
31485772.0,Calpine,Calpine Corp.,False
36758378.0,Nuclear Fuel Services,Nuclear Fuel Services,False
79037368.0,Cardinal Health,Cardinal Health,False
108232733.0,GovCIO,GovCIO,False
64295307.0,Roanoke Higher Education Center,Roanoke Higher Education Center,False
1681036.0,ServiceNow,ServiceNow,False
0.0,Unclassified,Department Of Transportation Engineering District 2-0,False
43535014.0,Diagnostica Stago,"Diagnostica Stago, Inc.",False
32435735.0,Concentrix,Concentrix,False
34548227.0,Coalfire Systems,Coalfire Systems,False
5732448.0,Deloitte,Deloitte US,False
2463641.0,CDW,CDW,False
9641222.0,Vision 2.0,Vision,False
1124559.0,HCL Technologies,HCL Technologies Limited,False
41352683.0,Indotronix International Corporation,Indotronix International Corporation,True
99479919.0,Premium Retail Services,Premium Retail Services,False
36832260.0,McKesson,McKesson Corporation,False
1592393.0,Highmark Health,Highmark Inc.,False
37651190.0,Constellis,Constellis,False
108232128.0,Tandym Group,Tandym Group,True
43605680.0,Ugi Utilities,"UGI Utilities, Inc",False
34004087.0,Infosmart Systems,"INFOSMART SYSTEMS,INC.",False
89628087.0,Apple,Apple,False
41110818.0,Spectrum,Spectrum,False
146399.0,Cyient,"Cyient, Inc.",False
5826682.0,Gvi,"GVI, Inc.",False
4383680.0,BNY Mellon,THE BANK OF NEW YORK MELLON CORPORATION,False
36217908.0,Metabyte,Metabyte,False
42173140.0,Techgene Solutions,Techgene Solutions LLC,False
625104.0,Xerox,Xerox,False
37622302.0,Burns & McDonnell,Burns & McDonnell,False
1265781.0,Mindtree Limited,Mindtree Ltd.,False
37057669.0,Northrop Grumman,Northrop Grumman,False
43414538.0,Sanrose Information Services,Sanrose Information Services Inc.,False
7294398.0,LMI,Logistics Management Institute,False
43216996.0,Enterprise Applications Consulting,Enterprise Applications Consulting,False
38955398.0,Oak Ridge National Laboratory,Oak Ridge National Laboratory,False
37668895.0,Memorialcare,MemorialCare,False
38744918.0,Cherokee Nation,Cherokee Nation Businesses,False
40318668.0,Fxi,FXI,False
38498746.0,Labcorp,Labcorp,False
2494002.0,The Judge Group,The Judge Group Inc.,True
